seed,family,metric,spearman,n_pairs,n_qubits
25042011,dephasing,A_group,0.627932551319648,32,12
25042011,dephasing,C_group,0.7049120234604105,32,12
25042011,dephasing,cross_sum,0.5109970674486803,32,12
25042011,transverse,A_group,0.3255131964809384,32,12
25042011,transverse,C_group,-0.1528592375366569,32,12
25042011,transverse,cross_sum,0.2441348973607038,32,12
