seed,family,metric,spearman,perm_p_one_sided,n_pairs
25042000,dephasing,A_group,0.35593841642228735,0.023984010659560292,32
25042000,dephasing,C_group,0.4508797653958944,0.006662225183211193,32
25042000,dephasing,cross_sum,0.1997800586510264,0.14323784143904064,32
25042000,transverse,A_group,0.2745601173020527,0.0759493670886076,32
25042000,transverse,C_group,0.7166422287390029,0.0006662225183211193,32
25042000,transverse,cross_sum,0.25733137829912023,0.08927381745502998,32
25042001,dephasing,A_group,0.07352941176470588,0.39040639573617586,16
25042001,dephasing,C_group,0.11176470588235293,0.34710193204530315,16
25042001,dephasing,cross_sum,-0.15882352941176472,0.7268487674883412,16
25042001,transverse,A_group,0.2411764705882353,0.1658894070619587,16
25042001,transverse,C_group,0.38235294117647056,0.08727514990006663,16
25042001,transverse,cross_sum,0.1764705882352941,0.27514990006662227,16
25042002,dephasing,A_group,-0.018328445747800584,0.5349766822118588,32
25042002,dephasing,C_group,0.07038123167155425,0.3344437041972019,32
25042002,dephasing,cross_sum,0.07807917888563048,0.33377748167888077,32
25042002,transverse,A_group,-0.06781524926686217,0.6262491672218521,32
25042002,transverse,C_group,0.14259530791788855,0.22318454363757495,32
25042002,transverse,cross_sum,-0.12756598240469205,0.7475016655562958,32
25042003,dephasing,A_group,0.3251466275659824,0.04530313124583611,32
25042003,dephasing,C_group,0.4296187683284457,0.005996002664890073,32
25042003,dephasing,cross_sum,0.3808651026392961,0.020652898067954697,32
25042003,transverse,A_group,0.3390762463343108,0.02531645569620253,32
25042003,transverse,C_group,0.5377565982404692,0.0013324450366422385,32
25042003,transverse,cross_sum,0.41495601173020524,0.011992005329780146,32
25042004,dephasing,A_group,0.20307917888563048,0.14457028647568287,32
25042004,dephasing,C_group,0.35520527859237533,0.021319120586275817,32
25042004,dephasing,cross_sum,0.21444281524926684,0.12924716855429713,32
25042004,transverse,A_group,0.4490469208211143,0.005329780146568954,32
25042004,transverse,C_group,0.5010997067448679,0.002664890073284477,32
25042004,transverse,cross_sum,0.4002932551319648,0.010659560293137908,32
25042005,dephasing,A_group,0.4147058823529412,0.060626249167221855,16
25042005,dephasing,C_group,0.17058823529411765,0.26449033977348435,16
25042005,dephasing,cross_sum,0.45,0.033311125916055964,16
25042005,transverse,A_group,0.29411764705882354,0.12125249833444371,16
25042005,transverse,C_group,0.7058823529411764,0.002664890073284477,16
25042005,transverse,cross_sum,0.11176470588235293,0.3491005996002665,16
