geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
0.75,RANDOM,25043011,12,0.003564223932707152,0.8928424518344755,-4.309736525111747,-5.2025789769462225,0.0,0.0,0.001074082164043716,0.00029701866105892935,3
0.75,REAL,,16,0.999930818732274,0.0003057392919032509,-5.202273237654319,-5.2025789769462225,0.0625,1.0,0.9999840526719046,0.06249567617076712,
0.75,NULL,25043000,16,0.9919057177488777,0.02038030073495989,-5.182198676211263,-5.2025789769462225,0.0625,1.0,0.25122432982712667,0.061994107359304856,5
0.75,RANDOM,25043000,16,0.0007606054081798934,0.4426814786409894,-4.759897498305233,-5.2025789769462225,0.0,0.0,0.00014377024108685842,4.753783801124334e-05,3
0.75,NULL,25043001,16,0.004757030976022704,0.784257710947398,-4.4183212659988245,-5.2025789769462225,0.0,0.0,0.0014916102393248494,0.000297314436001419,6
0.75,RANDOM,25043001,16,0.005043208355137373,0.7912489958066473,-4.411329981139575,-5.2025789769462225,0.0,0.0,0.001102575634186429,0.0003152005221960858,4
0.75,NULL,25043002,16,0.9760956911453096,0.03445585705420484,-5.168123119892018,-5.2025789769462225,0.0625,1.0,0.2607225266733979,0.06100598069658185,4
0.75,RANDOM,25043002,16,0.01983301575190597,0.43899361566511175,-4.763585361281111,-5.2025789769462225,0.0,0.0,0.004608454181314363,0.0012395634844941232,5
0.75,NULL,25043003,16,0.003925057450699227,0.43528202031923335,-4.767296956626989,-5.2025789769462225,0.0,0.0,0.0010951322733966653,0.0002453160906687017,5
0.75,RANDOM,25043003,16,0.003279072467594296,0.4230164749437364,-4.779562502002486,-5.2025789769462225,0.0,0.0,0.0007121870182326453,0.0002049420292246435,4
0.75,NULL,25043004,16,0.0032595581950157623,0.4255516554567542,-4.777027321489468,-5.2025789769462225,0.0,0.0,0.0006735900646228527,0.00020372238718848514,6
0.75,RANDOM,25043004,16,0.9750580954955773,0.03704683486013316,-5.165532142086089,-5.2025789769462225,0.0625,1.0,0.24781829057412796,0.06094113096847358,6
